,pair,Pred
1405,2635-29791,1
1406,2635-32354,1
1407,2635-36351,1
1408,2635-37468,1
1409,2635-40630,1
1410,2635-42473,1
1411,2635-43531,1
1412,2635-46450,1
1413,2635-47147,1
1414,2635-51185,1
1415,2635-53828,1
1416,2635-57695,1
1417,2635-58511,1
1418,2635-137409,1
1419,2635-199524,1
1420,2635-263237,1
1421,2635-393950,1
1422,2647-4181,1
1423,2647-4788,1
1424,2647-4826,1
1425,2647-5650,1
1426,2647-6079,1
1427,2647-6939,1
1428,2647-8220,1
1429,2647-9304,1
1430,2647-9680,1
1431,2647-13786,1
1432,2647-14061,1
1433,2647-14361,1
1434,2647-14907,1
1435,2647-16552,1
1436,2647-19151,1
1437,2647-19653,1
1438,2647-23367,1
1439,2647-27446,1
1440,2647-29791,1
1441,2647-32354,1
1442,2647-36351,1
1443,2647-37468,1
1444,2647-41095,1
1445,2647-57695,1
1446,2647-58511,1
1447,2647-199524,1
1448,2731-20205,1
1449,2734-4181,1
1450,2734-4826,1
1451,2734-8220,1
1452,2734-8359,1
1453,2734-13030,1
1454,2734-13786,1
1455,2734-14061,1
1456,2734-18106,1
1457,2734-36351,1
1458,2734-46450,1
1459,2734-51185,1
1460,2734-53828,1
1461,2734-58511,1
1462,2734-199524,1
1463,2828-2914,1
1464,2828-3257,1
1465,2828-3292,1
1466,2828-3320,1
1467,2828-3333,0
1468,2828-3491,1
1469,2828-4637,1
1470,2828-4837,1
1471,2828-5511,1
1472,2828-5650,1
1473,2828-6453,1
1474,2828-6461,1
1475,2828-6762,1
1476,2828-6830,0
1477,2828-6939,1
1478,2828-7922,1
1479,2828-8220,1
1480,2828-12956,1
1481,2828-53828,1
1482,2874-3292,1
1483,2874-6939,1
1484,2874-8220,1
1485,2874-9002,1
1486,2874-42473,0
1487,2874-43531,1
1488,2874-199524,1
1489,2906-3292,1
1490,2906-3402,1
1491,2906-3491,0
1492,2906-4181,1
1493,2906-4230,0
1494,2906-4788,1
1495,2906-4809,1
1496,2906-5645,1
1497,2906-5650,1
1498,2906-6079,1
1499,2906-6233,1
1500,2906-6423,1
1501,2906-6461,0
1502,2906-6762,0
1503,2906-6774,1
1504,2906-6830,0
1505,2906-7922,0
1506,2906-8220,1
1507,2906-8359,1
1508,2906-9002,1
1509,2906-9009,1
1510,2906-9312,1
1511,2906-9680,1
1512,2906-11096,0
1513,2906-11164,1
1514,2906-11686,1
1515,2906-11708,1
1516,2906-12956,0
1517,2906-13030,1
1518,2906-13786,1
1519,2906-14061,1
1520,2906-14361,1
1521,2906-14537,1
1522,2906-14907,1
1523,2906-16265,1
1524,2906-16552,1
1525,2906-18106,1
1526,2906-19151,1
1527,2906-19653,1
1528,2906-22773,1
1529,2906-23352,1
1530,2906-23367,1
1531,2906-23473,1
1532,2906-25152,1
1533,2906-25885,1
1534,2906-27446,1
1535,2906-29791,1
1536,2906-29802,1
1537,2906-32097,1
1538,2906-32354,1
1539,2906-34927,1
1540,2906-35280,1
1541,2906-36351,1
1542,2906-37468,1
1543,2906-40630,1
1544,2906-41095,1
1545,2906-42473,1
1546,2906-46450,1
1547,2906-47147,1
1548,2906-51185,1
1549,2906-53828,1
1550,2906-57695,1
1551,2906-58453,1
1552,2906-58511,1
1553,2906-131477,1
1554,2906-137409,1
1555,2906-199524,1
1556,2906-263237,0
1557,2914-3257,1
1558,2914-3292,0
1559,2914-3320,1
1560,2914-3462,1
1561,2914-3491,1
1562,2914-4134,1
1563,2914-4436,0
1564,2914-4637,1
1565,2914-4766,1
1566,2914-4837,1
1567,2914-5511,1
1568,2914-5650,1
1569,2914-6453,1
1570,2914-6461,1
1571,2914-6762,1
1572,2914-6774,0
1573,2914-6830,1
1574,2914-7500,0
1575,2914-7922,1
1576,2914-12956,1
1577,2914-13030,1
1578,2914-15169,0
1579,2914-22822,0
1580,3128-4181,1
1581,3128-6939,1
1582,3128-40387,1
1583,3223-3292,1
1584,3223-3333,1
1585,3223-4181,1
1586,3223-4637,1
1587,3223-4788,1
1588,3223-4826,1
1589,3223-5511,1
1590,3223-6079,1
1591,3223-6233,1
1592,3223-6830,1
1593,3223-6939,1
1594,3223-7489,1
1595,3223-8220,1
1596,3223-8359,1
1597,3223-9002,0
1598,3223-13030,1
1599,3223-13786,1
1600,3223-14061,1
1601,3223-14361,1
1602,3223-14537,1
1603,3223-14630,1
1604,3223-14907,0
1605,3223-16552,1
1606,3223-18106,1
1607,3223-19151,1
1608,3223-19653,1
1609,3223-27446,1
1610,3223-29791,1
1611,3223-30132,1
1612,3223-34927,0
1613,3223-35280,1
1614,3223-36351,1
1615,3223-37468,1
1616,3223-40065,1
1617,3223-41095,1
1618,3223-42473,1
1619,3223-43531,1
1620,3223-47147,1
1621,3223-51185,1
1622,3223-53828,1
1623,3223-58511,1
1624,3223-62240,1
1625,3223-131477,1
1626,3223-199524,1
1627,3249-9002,1
1628,3249-41095,1
1629,3257-3320,1
1630,3257-3491,1
1631,3257-5511,1
1632,3257-6453,1
1633,3257-6461,1
1634,3257-6762,1
1635,3257-6830,1
1636,3257-6939,1
1637,3257-8220,0
1638,3257-9312,0
1639,3257-12956,0
1640,3257-14061,0
1641,3257-16552,0
1642,3257-199524,0
1643,3292-3308,1
1644,3292-3333,1
1645,3292-3491,1
1646,3292-3856,1
1647,3292-4004,1
1648,3292-4134,1
1649,3292-4181,1
1650,3292-4637,1
1651,3292-4837,1
1652,3292-5583,1
1653,3292-6079,1
1654,3292-6128,1
1655,3292-6181,1
1656,3292-6453,1
1657,3292-6461,1
1658,3292-6507,1
1659,3292-6762,1
1660,3292-6774,1
1661,3292-6830,1
1662,3292-6939,1
1663,3292-7029,1
1664,3292-7342,1
1665,3292-7843,1
1666,3292-7922,1
1667,3292-8075,1
1668,3292-8220,1
1669,3292-8359,1
1670,3292-8674,1
1671,3292-8966,1
1672,3292-9002,1
1673,3292-9304,1
1674,3292-9498,1
1675,3292-9505,1
1676,3292-10310,1
1677,3292-11164,1
1678,3292-12041,1
1679,3292-12083,1
1680,3292-12200,1
1681,3292-12654,1
1682,3292-12956,1
1683,3292-13030,1
1684,3292-13335,1
1685,3292-13414,1
1686,3292-13768,1
1687,3292-14061,1
1688,3292-14361,1
1689,3292-14492,1
1690,3292-14907,1
1691,3292-15133,1
1692,3292-15169,1
1693,3292-15412,1
1694,3292-16265,1
1695,3292-16276,1
1696,3292-16509,1
1697,3292-19151,1
1698,3292-19318,1
1699,3292-19679,1
1700,3292-20940,1
1701,3292-21859,1
1702,3292-22697,1
1703,3292-22822,1
1704,3292-23393,1
1705,3292-25152,0
1706,3292-25400,0
1707,3292-29791,1
1708,3292-29838,1
1709,3292-29990,1
1710,3292-30132,1
1711,3292-32098,1
1712,3292-32261,1
1713,3292-32590,1
1714,3292-32787,1
1715,3292-32934,1
1716,3292-33353,1
1717,3292-33438,1
1718,3292-36351,1
1719,3292-36692,1
1720,3292-41690,1
1721,3292-42473,1
1722,3292-43531,1
1723,3292-46489,1
1724,3292-46786,1
1725,3292-47147,1
1726,3292-49544,1
1727,3292-54113,1
1728,3292-55195,1
1729,3292-57976,1
1730,3292-60068,1
1731,3292-64050,1
1732,3292-199524,1
1733,3292-394354,1
1734,3300-4230,1
1735,3300-4788,1
1736,3300-6830,0
1737,3300-6939,1
1738,3300-8220,1
1739,3300-8359,1
1740,3300-9304,1
1741,3300-14061,1
1742,3300-18106,1
1743,3300-19151,1
1744,3300-29791,1
1745,3300-36351,1
1746,3300-37468,1
1747,3300-41095,1
1748,3300-57695,1
1749,3300-58511,1
1750,3300-199524,1
1751,3301-15133,1
1752,3308-15133,1
1753,3320-3333,0
1754,3320-3491,1
1755,3320-4134,1
1756,3320-4230,1
1757,3320-4637,1
1758,3320-4766,1
1759,3320-4837,1
1760,3320-5511,1
1761,3320-6453,1
1762,3320-6461,1
1763,3320-6762,1
1764,3320-6830,1
1765,3320-6939,1
1766,3320-7342,1
1767,3320-7922,1
1768,3320-8220,1
1769,3320-9002,1
1770,3320-12956,1
1771,3320-13030,1
1772,3320-14630,0
1773,3320-15169,1
1774,3320-15412,1
1775,3320-16276,0
1776,3320-30132,0
1777,3320-35280,1
1778,3320-62955,0
1779,3333-3462,0
1780,3333-4788,1
1781,3333-6762,0
1782,3333-6774,1
1783,3333-6830,0
1784,3333-6939,1
1785,3333-8220,1
1786,3333-8359,1
1787,3333-9002,1
1788,3333-9304,1
1789,3333-9498,0
1790,3333-13335,1
1791,3333-13414,1
1792,3333-13786,1
1793,3333-14061,1
1794,3333-14537,1
1795,3333-14907,1
1796,3333-15169,1
1797,3333-16265,1
1798,3333-16276,1
1799,3333-16509,1
1800,3333-20473,1
1801,3333-20940,1
1802,3333-21859,1
1803,3333-22822,1
1804,3333-23393,1
1805,3333-31216,1
1806,3333-32787,1
1807,3333-35280,1
1808,3333-36351,1
1809,3333-37468,1
1810,3333-39386,1
1811,3333-41095,1
1812,3333-43531,1
1813,3333-43996,1
1814,3333-45474,0
1815,3333-47147,1
1816,3333-49544,1
1817,3333-50245,1
1818,3333-51185,1
1819,3333-55256,1
1820,3333-57976,1
1821,3333-58511,1
1822,3333-62955,1
1823,3333-64049,1
1824,3333-64050,1
1825,3333-199524,1
1826,3333-201971,1
1827,3333-202053,1
1828,3333-262589,1
1829,3361-4181,1
1830,3361-6939,1
1831,3361-8220,1
1832,3361-18106,1
1833,3361-19653,1
1834,3361-29791,0
1835,3361-32354,1
1836,3361-36351,1
1837,3361-53828,1
1838,3361-58511,1
1839,3402-3856,1
1840,3402-4826,1
1841,3402-5078,1
1842,3402-6300,1
1843,3402-6507,1
1844,3402-6939,1
1845,3402-7342,1
1846,3402-7819,1
1847,3402-8001,1
1848,3402-8075,1
1849,3402-8220,1
1850,3402-8360,1
1851,3402-9009,1
1852,3402-10310,1
1853,3402-11492,1
1854,3402-11686,1
1855,3402-11708,1
1856,3402-11796,1
1857,3402-12200,1
1858,3402-12989,1
1859,3402-13335,1
1860,3402-13354,1
1861,3402-13359,1
1862,3402-13414,1
1863,3402-13760,1
1864,3402-13767,1
1865,3402-14340,1
1866,3402-14907,1
1867,3402-15133,1
1868,3402-15169,1
1869,3402-15695,1
1870,3402-16265,1
1871,3402-16276,1
1872,3402-16524,1
1873,3402-16552,1
1874,3402-16740,1
1875,3402-17072,1
1876,3402-17306,1
1877,3402-18615,1
1878,3402-19186,1
1879,3402-19551,1
1880,3402-19754,0
1881,3402-20021,1
1882,3402-20278,1
1883,3402-20473,1
1884,3402-20940,1
1885,3402-21859,1
1886,3402-22442,1
1887,3402-22462,1
1888,3402-22616,1
1889,3402-22645,1
1890,3402-22697,1
1891,3402-22772,1
1892,3402-23367,1
1893,3402-23404,1
1894,3402-23473,1
1895,3402-27630,1
1896,3402-29791,1
1897,3402-29802,1
1898,3402-29838,1
1899,3402-29884,1
1900,3402-30496,1
1901,3402-31800,1
1902,3402-32035,1
1903,3402-32097,1
1904,3402-32261,1
1905,3402-32787,1
1906,3402-32934,1
1907,3402-33353,1
1908,3402-33438,1
1909,3402-33517,1
1910,3402-35847,1
1911,3402-36086,1
1912,3402-36236,1
1913,3402-36351,1
1914,3402-36692,1
1915,3402-40627,1
1916,3402-40630,1
1917,3402-40805,1
1918,3402-42473,1
1919,3402-43531,1
1920,3402-46475,1
1921,3402-46489,1
1922,3402-46562,1
1923,3402-46632,1
1924,3402-49544,1
1925,3402-53340,1
1926,3402-53828,1
1927,3402-54113,1
1928,3402-54825,1
1929,3402-54994,1
1930,3402-55219,1
1931,3402-55256,1
1932,3402-57976,1
1933,3402-60725,1
1934,3402-62597,1
1935,3402-62642,1
1936,3402-62887,1
1937,3402-62955,1
1938,3402-63023,1
1939,3402-63199,1
1940,3402-63399,1
1941,3402-63949,1
1942,3402-134521,1
1943,3402-199524,1
1944,3402-394065,1
1945,3402-394177,1
1946,3402-395662,1
1947,3402-396356,1
1948,3462-3491,1
1949,3462-4637,1
1950,3462-4766,1
1951,3462-4809,1
1952,3462-6233,1
1953,3462-6453,1
1954,3462-6939,1
1955,3462-13786,1
1956,3462-14061,1
1957,3462-14630,1
1958,3462-14907,0
1959,3462-30132,0
1960,3462-34927,0
1961,3462-35280,1
1962,3462-37468,1
1963,3462-43531,1
1964,3462-47147,1
1965,3462-51185,1
1966,3462-57695,1
1967,3462-58453,1
1968,3462-58511,1
1969,3462-199524,1
1970,3491-3856,1
1971,3491-4004,0
1972,3491-4134,1
1973,3491-4181,1
1974,3491-4637,1
1975,3491-4766,1
1976,3491-4788,1
1977,3491-4837,1
1978,3491-5511,1
1979,3491-5583,0
1980,3491-5650,1
1981,3491-6128,1
1982,3491-6327,1
1983,3491-6453,1
1984,3491-6461,1
1985,3491-6762,1
1986,3491-6774,1
1987,3491-6830,0
1988,3491-6939,1
1989,3491-7843,1
1990,3491-7922,1
1991,3491-8220,1
1992,3491-8359,1
1993,3491-9304,1
1994,3491-9312,0
1995,3491-9505,0
1996,3491-9680,1
1997,3491-12200,1
1998,3491-12956,1
1999,3491-13030,1
2000,3491-13768,1
2001,3491-14361,0
2002,3491-14907,0
2003,3491-15169,1
2004,3491-15412,1
2005,3491-16265,0
2006,3491-16509,1
2007,3491-17676,1
2008,3491-18106,1
2009,3491-20115,1
2010,3491-22773,1
2011,3491-29791,1
2012,3491-30132,0
2013,3491-34309,1
2014,3491-37468,1
2015,3491-40065,0
2016,3491-49544,0
2017,3491-58453,1
2018,3491-131477,0
2019,3557-33072,1
2020,3557-205488,1
2021,3580-6079,1
2022,3580-6233,1
2023,3580-13786,1
2024,3580-14061,1
2025,3580-18106,1
2026,3580-37468,1
2027,3580-47147,1
2028,3580-51185,1
2029,3580-58511,1
2030,3580-199524,1
2031,3599-4181,1
2032,3630-14061,1
2033,3701-6423,0
2034,3701-6939,1
2035,3701-8220,1
2036,3701-18106,1
2037,3701-19653,1
2038,3701-32354,1
2039,3701-53828,1
2040,3701-58511,1
2041,3737-4826,1
2042,3737-6939,1
2043,3737-8220,1
2044,3737-13786,1
2045,3737-14907,1
2046,3737-16552,1
2047,3737-19151,1
2048,3737-19653,1
2049,3737-27446,1
2050,3737-29791,1
2051,3737-36351,1
2052,3737-37468,1
2053,3737-46450,1
2054,3737-53828,1
2055,3737-57695,1
2056,3737-199524,1
2057,3842-6939,1
2058,3856-4181,1
2059,3856-4637,1
2060,3856-4826,1
2061,3856-5645,1
2062,3856-5650,1
2063,3856-6233,1
2064,3856-6461,1
2065,3856-6762,1
2066,3856-6830,1
2067,3856-6939,1
2068,3856-7500,1
2069,3856-8220,1
2070,3856-9002,1
2071,3856-9304,1
2072,3856-11164,1
2073,3856-11686,1
2074,3856-13030,1
2075,3856-13786,1
2076,3856-14061,1
2077,3856-14361,1
2078,3856-14537,1
2079,3856-14907,1
2080,3856-16552,1
2081,3856-18106,1
2082,3856-19151,1
2083,3856-19653,1
2084,3856-23367,1
2085,3856-25152,1
2086,3856-32354,1
2087,3856-36351,1
2088,3856-37468,1
2089,3856-40630,1
2090,3856-41095,1
2091,3856-42473,1
2092,3856-46450,1
2093,3856-47147,1
2094,3856-51185,1
2095,3856-53828,1
2096,3856-57695,1
2097,3856-58511,1
2098,3856-137409,1
2099,3856-199524,1
2100,3856-263237,1
2101,3856-393950,1
2102,3856-398493,1
2103,4004-6461,0
2104,4004-6939,1
2105,4004-8220,1
2106,4004-9002,1
2107,4004-13030,1
2108,4004-13786,1
2109,4004-14061,1
2110,4004-14537,1
2111,4004-15412,1
2112,4004-16552,1
2113,4004-36351,1
2114,4004-37468,1
2115,4004-41095,1
2116,4004-43531,1
2117,4004-51185,1
2118,4004-58511,1
2119,4004-199524,1
2120,4134-4230,1
2121,4134-4637,1
2122,4134-4788,1
2123,4134-5511,1
2124,4134-6453,1
2125,4134-6461,1
2126,4134-6762,1
2127,4134-6830,1
2128,4134-6939,1
2129,4134-7922,1
2130,4134-8220,1
2131,4134-8359,1
2132,4134-9002,1
2133,4134-9304,1
2134,4134-12956,1
2135,4134-13786,1
2136,4134-14340,1
2137,4134-19551,1
2138,4134-20940,1
2139,4134-30132,1
2140,4134-35280,1
2141,4134-41378,1
2142,4134-58511,1
2143,4134-64050,1
2144,4134-199524,1
2145,4150-4181,1
2146,4150-19653,1
2147,4150-36351,1
2148,4181-4258,1
2149,4181-4766,1
2150,4181-4788,1
2151,4181-5645,1
2152,4181-5650,1
2153,4181-5769,1
2154,4181-6079,1
2155,4181-6128,1
2156,4181-6130,1
2157,4181-6181,1
2158,4181-6315,1
2159,4181-6327,1
2160,4181-6461,0
2161,4181-6507,1
2162,4181-6614,1
2163,4181-6653,1
2164,4181-6774,1
2165,4181-6939,1
2166,4181-7029,1
2167,4181-7311,1
2168,4181-7342,1
2169,4181-7752,1
2170,4181-7784,1
2171,4181-7795,1
2172,4181-7850,1
2173,4181-8002,1
2174,4181-8075,1
2175,4181-8100,1
2176,4181-8220,1
2177,4181-8359,1
2178,4181-8966,1
2179,4181-9002,1
2180,4181-9009,1
2181,4181-9318,1
2182,4181-9498,1
2183,4181-9505,1
2184,4181-10242,1
2185,4181-10310,1
2186,4181-10423,1
2187,4181-10490,1
2188,4181-11071,1
2189,4181-11096,1
2190,4181-11164,1
2191,4181-11383,1
2192,4181-11403,1
2193,4181-11796,1
2194,4181-12041,1
2195,4181-12042,0
2196,4181-12083,1
2197,4181-12129,1
2198,4181-12200,1
2199,4181-12989,1
2200,4181-13030,1
2201,4181-13335,1
2202,4181-13414,1
2203,4181-13445,1
2204,4181-13536,1
2205,4181-13576,1
2206,4181-13768,1
2207,4181-13786,1
2208,4181-14061,1
2209,4181-14340,1
2210,4181-14361,1
2211,4181-14371,1
2212,4181-14413,1
2213,4181-14492,1
2214,4181-14537,1
2215,4181-14589,1
2216,4181-14907,1
2217,4181-15085,1
2218,4181-15133,1
2219,4181-15169,1
2220,4181-15211,1
2221,4181-15267,1
2222,4181-15305,1
2223,4181-15412,1
2224,4181-16276,1
2225,4181-16406,1
2226,4181-16509,1
2227,4181-16591,1
2228,4181-16842,1
2229,4181-16904,1
2230,4181-18106,1
2231,4181-18683,1
2232,4181-18978,1
2233,4181-19009,1
2234,4181-19108,1
2235,4181-19151,1
2236,4181-19653,1
2237,4181-19679,1
2238,4181-19754,1
2239,4181-20055,1
2240,4181-20115,1
2241,4181-20119,1
2242,4181-20473,1
2243,4181-20940,1
2244,4181-21947,1
2245,4181-21949,1
2246,4181-22616,1
2247,4181-22691,1
2248,4181-22697,1
2249,4181-22822,1
2250,4181-23367,1
2251,4181-23393,1
2252,4181-23473,1
2253,4181-24753,1
2254,4181-25751,1
2255,4181-25885,1
2256,4181-25899,1
2257,4181-26038,1
2258,4181-26156,1
2259,4181-26253,1
2260,4181-26415,1
2261,4181-26496,1
2262,4181-26548,1
2263,4181-26554,1
2264,4181-26744,1
2265,4181-27400,1
2266,4181-27446,1
2267,4181-27552,1
2268,4181-27630,1
2269,4181-27647,1
2270,4181-29748,1
2271,4181-29791,1
2272,4181-29802,1
2273,4181-29838,1
2274,4181-30081,1
2275,4181-31800,1
2276,4181-31939,1
2277,4181-32098,1
2278,4181-32181,1
2279,4181-32212,1
2280,4181-32244,1
2281,4181-32354,1
2282,4181-32425,1
2283,4181-32590,1
2284,4181-32621,1
2285,4181-32748,1
2286,4181-32787,1
2287,4181-32880,1
2288,4181-32934,1
2289,4181-33011,1
2290,4181-33071,1
2291,4181-33132,1
2292,4181-33353,1
2293,4181-33362,1
2294,4181-33438,1
2295,4181-33597,1
2296,4181-35908,1
2297,4181-36086,1
2298,4181-36351,1
2299,4181-36374,1
2300,4181-36692,1
2301,4181-40428,1
2302,4181-40511,1
2303,4181-40528,1
2304,4181-40627,1
2305,4181-41095,1
2306,4181-41690,1
2307,4181-42473,1
2308,4181-43531,1
2309,4181-43996,1
2310,4181-45102,1
2311,4181-46416,1
2312,4181-46489,1
2313,4181-46562,1
2314,4181-46786,1
2315,4181-47096,1
2316,4181-49544,1
2317,4181-51185,1
2318,4181-53334,1
2319,4181-53597,1
2320,4181-53828,1
2321,4181-53948,1
2322,4181-54113,1
2323,4181-54994,1
2324,4181-55081,1
2325,4181-55195,1
2326,4181-57976,1
2327,4181-59865,1
2328,4181-62642,1
2329,4181-62715,1
2330,4181-62856,1
2331,4181-62887,1
2332,4181-62955,1
2333,4181-63242,1
2334,4181-63949,1
2335,4181-64200,1
2336,4181-64213,1
2337,4181-199524,1
2338,4181-393225,1
2339,4181-393891,1
2340,4181-393950,1
2341,4229-6830,1
2342,4229-7922,1
2343,4229-12956,1
2344,4229-21859,1
2345,4230-4766,1
2346,4230-4788,1
2347,4230-6327,1
2348,4230-6774,1
2349,4230-6939,1
2350,4230-7850,1
2351,4230-8220,1
2352,4230-8359,1
2353,4230-8966,1
2354,4230-9002,1
2355,4230-9680,1
2356,4230-10310,1
2357,4230-11019,1
2358,4230-11260,1
2359,4230-12189,1
2360,4230-13030,1
2361,4230-13335,0
2362,4230-13445,1
2363,4230-14061,1
2364,4230-14340,1
2365,4230-15085,1
2366,4230-15133,0
2367,4230-15169,0
2368,4230-15695,0
2369,4230-16265,1
2370,4230-16276,1
2371,4230-16509,1
2372,4230-19679,1
2373,4230-20115,1
2374,4230-20473,1
2375,4230-20940,0
2376,4230-21859,1
2377,4230-22697,1
2378,4230-22822,1
2379,4230-23367,1
2380,4230-23393,1
2381,4230-23470,1
2382,4230-25751,1
2383,4230-25885,1
2384,4230-26496,1
2385,4230-29791,1
2386,4230-29802,1
2387,4230-29838,1
2388,4230-32098,1
2389,4230-32217,1
2390,4230-32590,1
2391,4230-32787,1
2392,4230-32934,1
2393,4230-33438,1
2394,4230-36351,1
2395,4230-41095,1
2396,4230-46489,1
2397,4230-49544,1
2398,4230-52580,1
2399,4230-54113,1
2400,4230-54825,1
2401,4230-54994,1
2402,4230-55081,1
2403,4230-55195,1
2404,4230-57695,1
2405,4230-57976,0
2406,4230-60068,1
2407,4230-62887,1
2408,4230-62904,1
2409,4230-63949,1
2410,4230-132203,1
2411,4230-199524,1
2412,4230-262287,1
2413,4230-262589,1
2414,4258-6233,1
2415,4258-6939,1
2416,4258-8220,1
2417,4258-8359,1
2418,4258-11686,1
2419,4258-13030,1
2420,4258-13786,1
2421,4258-14061,1
2422,4258-14361,1
2423,4258-18106,1
2424,4258-19151,1
2425,4258-19653,1
2426,4258-29791,1
2427,4258-32354,1
2428,4258-36351,1
2429,4258-37468,1
2430,4258-40630,1
2431,4258-46450,1
2432,4258-51185,1
2433,4258-53828,1
2434,4258-58511,1
2435,4258-137409,1
2436,4258-199524,1
2437,4258-263237,1
2438,4258-393950,1
2439,4436-6453,0
2440,4436-20473,1
2441,4436-40676,1
2442,4474-18106,1
2443,4474-19653,1
2444,4474-32097,1
2445,4474-32354,1
2446,4474-36351,1
2447,4474-53828,1
2448,4474-58511,1
2449,4556-6939,1
2450,4557-4826,1
2451,4557-6939,1
2452,4557-8220,1
2453,4557-13786,1
2454,4557-16552,1
2455,4557-19653,1
2456,4557-27446,1
2457,4557-29791,1
2458,4557-36351,1
2459,4557-37468,1
2460,4557-57695,1
2461,4557-199524,1
2462,4581-19653,1
2463,4581-36351,1
2464,4637-4766,1
2465,4637-4788,1
2466,4637-4826,1
2467,4637-4837,1
2468,4637-6079,1
2469,4637-6327,1
2470,4637-6453,1
2471,4637-6762,1
2472,4637-6774,1
2473,4637-6830,1
2474,4637-6939,1
2475,4637-7342,1
2476,4637-7922,1
2477,4637-8075,1
2478,4637-8220,1
2479,4637-8966,1
2480,4637-9002,1
2481,4637-9312,1
2482,4637-9318,1
2483,4637-9505,1
2484,4637-9680,1
2485,4637-11164,1
2486,4637-12654,0
2487,4637-12956,1
2488,4637-13414,1
2489,4637-13768,1
2490,4637-13786,1
2491,4637-14340,0
2492,4637-14361,0
2493,4637-14537,1
2494,4637-14589,0
2495,4637-14907,0
2496,4637-15169,1
2497,4637-15412,1
2498,4637-16265,1
2499,4637-16509,1
2500,4637-17012,1
2501,4637-17676,1
2502,4637-18106,1
2503,4637-19151,1
2504,4637-20115,1
2505,4637-20860,1
2506,4637-21837,1
2507,4637-21859,1
2508,4637-23393,0
2509,4637-26496,1
2510,4637-29748,0
2511,4637-29791,1
2512,4637-32354,0
2513,4637-32934,1
2514,4637-33438,1
2515,4637-33597,1
2516,4637-35908,1
2517,4637-37468,1
2518,4637-39386,1
2519,4637-39832,1
2520,4637-40065,1
2521,4637-40528,1
2522,4637-41095,1
2523,4637-46786,1
2524,4637-47147,1
2525,4637-49544,1
2526,4637-51185,1
2527,4637-55195,1
2528,4637-58453,1
2529,4637-58511,1
2530,4637-60068,1
2531,4637-62955,0
2532,4637-132203,0
2533,4637-396356,1
2534,4766-4788,1
2535,4766-4826,1
2536,4766-5650,1
2537,4766-6079,1
2538,4766-6461,1
2539,4766-6762,1
2540,4766-6830,1
2541,4766-7922,1
2542,4766-8220,1
2543,4766-8359,1
2544,4766-9002,1
2545,4766-9318,1
2546,4766-9505,1
2547,4766-13030,1
2548,4766-13786,1
2549,4766-14061,0
2550,4766-14361,0
2551,4766-14907,0
2552,4766-15412,1
2553,4766-17676,1
2554,4766-19151,1
2555,4766-22773,1
2556,4766-23367,1
2557,4766-29791,1
2558,4766-32354,0
2559,4766-36351,1
2560,4766-41095,1
2561,4766-199524,1
2562,4775-4826,1
2563,4775-6233,1
2564,4775-7489,1
2565,4775-8220,1
2566,4775-8359,1
2567,4775-9002,1
2568,4775-9312,1
2569,4775-13030,1
2570,4775-13786,1
2571,4775-14061,1
2572,4775-14361,1
2573,4775-14630,1
2574,4775-14907,0
2575,4775-16552,1
2576,4775-18106,1
2577,4775-19151,1
2578,4775-19653,0
2579,4775-25152,1
2580,4775-27446,1
2581,4775-29791,1
2582,4775-34927,1
2583,4775-35280,1
2584,4775-36351,1
2585,4775-37468,1
2586,4775-42473,1
2587,4775-51185,1
2588,4775-53828,0
2589,4775-57695,1
2590,4775-58453,1
2591,4775-58511,1
2592,4775-131477,0
2593,4775-137409,1
2594,4775-199524,1
2595,4788-4837,1
2596,4788-6128,1
2597,4788-6233,1
2598,4788-6327,1
2599,4788-6461,1
2600,4788-6774,1
2601,4788-7795,1
2602,4788-8220,1
2603,4788-8359,1
2604,4788-8966,1
2605,4788-9002,0
2606,4788-9009,1
2607,4788-9304,1
2608,4788-9498,1
2609,4788-11164,1
2610,4788-12041,1
2611,4788-13030,1
2612,4788-13335,1
2613,4788-13786,1
2614,4788-14061,1
2615,4788-14361,1
2616,4788-14537,1
2617,4788-14630,1
2618,4788-14907,1
2619,4788-16265,1
2620,4788-16509,1
2621,4788-16552,1
2622,4788-18106,1
2623,4788-19151,1
2624,4788-22356,1
2625,4788-22773,1
2626,4788-22822,1
2627,4788-25152,1
2628,4788-30132,1
2629,4788-31800,1
2630,4788-32098,1
2631,4788-32934,1
2632,4788-35280,1
2633,4788-35788,1
2634,4788-35908,1
2635,4788-36236,1
2636,4788-36351,1
2637,4788-37468,1
2638,4788-41095,1
2639,4788-42473,1
2640,4788-45474,1
2641,4788-46573,1
2642,4788-47147,1
2643,4788-49544,1
2644,4788-51185,1
2645,4788-53828,1
